Order No.,Date,Payment Type,Order Type,Area Type,My Amount,Discount,Delivery Charge,Container Charge,Service Charge,Additional Charge,CGST (A),SGST (A),Waived off,Total,Assign to,Biller Name,Reason,Tip,Total + Tip
36125,01-10-25,Online [Swiggy],Delivery,Swiggy,489.00,91.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
36126,01-10-25,Online [Swiggy],Delivery,Swiggy,199.00,80.00,0.00,0.00,0.00,-,2.98,2.98,0.00,125.00,-,biller,,0.00,125.00
36127,01-10-25,Online [Swiggy],Delivery,Swiggy,489.00,91.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
36128,01-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36129,04-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36130,04-10-25,Online [Swiggy],Delivery,Swiggy,868.00,213.46,0.00,0.00,0.00,-,16.36,16.36,0.00,687.00,-,biller,,0.00,687.00
36131,04-10-25,Cash,Dine In (25),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36132,04-10-25,Cash,Dine In (20),-,1616.00,0.00,0.00,0.00,0.00,-,40.4,40.4,0.00,1697.00,-,biller,,0.00,1697.00
36133,04-10-25,Cash,Dine In (21),-,1368.00,0.00,0.00,0.00,0.00,-,34.2,34.2,0.00,1436.00,-,biller,,0.00,1436.00
36134,04-10-25,Cash,Dine In (19),-,578.00,0.00,0.00,0.00,0.00,-,14.45,14.45,0.00,607.00,-,biller,,0.00,607.00
36135,04-10-25,Cash,Dine In (23),-,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
36136,04-10-25,Cash,Dine In (3),-,718.00,0.00,0.00,0.00,0.00,-,17.95,17.95,0.00,754.00,-,biller,,0.00,754.00
36137,04-10-25,Online [Swiggy],Delivery,Swiggy,349.00,91.00,0.00,0.00,0.00,-,6.45,6.45,0.00,271.00,-,biller,,0.00,271.00
36138,04-10-25,Cash,Dine In (20),-,856.00,0.00,0.00,0.00,0.00,-,21.4,21.4,0.00,899.00,-,biller,,0.00,899.00
36139,04-10-25,Online [Swiggy],Delivery,Swiggy,829.00,209.19,0.00,0.00,0.00,-,15.5,15.5,0.00,651.00,-,biller,,0.00,651.00
36140,05-10-25,Cash,Dine In (24),-,626.00,0.00,0.00,0.00,0.00,-,15.65,15.65,0.00,657.00,-,biller,,0.00,657.00
36141,05-10-25,Cash,Dine In (3),-,169.00,0.00,0.00,0.00,0.00,-,4.22,4.22,0.00,177.00,-,biller,,0.00,177.00
36142,05-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36143,05-10-25,Cash,Dine In (9),-,978.00,146.70,0.00,0.00,0.00,-,20.78,20.78,0.00,873.00,-,biller,,0.00,873.00
36144,05-10-25,Cash,Dine In (20),-,1682.00,0.00,0.00,0.00,0.00,-,42.05,42.05,0.00,1766.00,-,biller,,0.00,1766.00
36145,05-10-25,Cash,Dine In (19),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
36146,05-10-25,Cash,Dine In (24),-,967.00,0.00,0.00,0.00,0.00,-,24.18,24.18,0.00,1015.00,-,biller,,0.00,1015.00
36147,06-10-25,Cash,Dine In (4),-,688.00,0.00,0.00,0.00,0.00,-,17.2,17.2,0.00,722.00,-,biller,,0.00,722.00
36148,06-10-25,Online [Swiggy],Delivery,Swiggy,389.00,91.00,0.00,0.00,0.00,-,7.45,7.45,0.00,313.00,-,biller,,0.00,313.00
36149,06-10-25,Online [Swiggy],Delivery,Swiggy,1278.00,139.99,0.00,0.00,0.00,-,28.45,28.45,0.00,1195.00,-,biller,,0.00,1195.00
36150,06-10-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
36151,06-10-25,Online [Swiggy],Delivery,Swiggy,539.00,90.99,0.00,0.00,0.00,-,11.2,11.2,0.00,470.00,-,biller,,0.00,470.00
36152,06-10-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36153,06-10-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36154,06-10-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,-335.00,-,biller,cancelled,0.00,335.00
36155,07-10-25,Cash,Dine In (2),-,888.00,0.00,0.00,0.00,0.00,-,22.2,22.2,0.00,932.00,-,biller,,0.00,932.00
36156,07-10-25,Cash,Dine In (1),-,219.00,0.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
36157,07-10-25,Cash,Dine In (20),-,765.00,0.00,0.00,0.00,0.00,-,19.13,19.13,0.00,803.00,-,biller,,0.00,803.00
36158,07-10-25,Cash,Dine In (3),-,968.00,0.00,0.00,0.00,0.00,-,24.2,24.2,0.00,1016.00,-,biller,,0.00,1016.00
36159,07-10-25,Cash,Dine In (25),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
36160,07-10-25,Cash,Dine In (10),-,538.00,0.00,0.00,0.00,0.00,-,13.45,13.45,0.00,565.00,-,biller,,0.00,565.00
36161,07-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36162,07-10-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36163,07-10-25,Cash,Dine In (4),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
36164,07-10-25,Cash,Dine In (21),-,1734.00,0.00,0.00,0.00,0.00,-,43.35,43.35,0.00,1821.00,-,biller,,0.00,1821.00
36165,07-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36166,07-10-25,Cash,Dine In (19),-,3691.00,369.10,0.00,0.00,0.00,-,83.05,83.05,0.00,3488.00,-,biller,,0.00,3488.00
36167,07-10-25,Cash,TAKE AWAY,Parcel,678.00,0.00,0.00,0.00,0.00,-,16.95,16.95,0.00,712.00,-,biller,,0.00,712.00
36168,07-10-25,Cash,Dine In (23),-,668.00,0.00,0.00,0.00,0.00,-,16.7,16.7,0.00,701.00,-,biller,,0.00,701.00
36169,08-10-25,Cash,TAKE AWAY,Parcel,518.00,0.00,0.00,0.00,0.00,-,12.95,12.95,0.00,544.00,-,biller,,0.00,544.00
36170,08-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36171,08-10-25,Cash,Dine In (9),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36172,08-10-25,Cash,Dine In (2),-,708.00,0.00,0.00,0.00,0.00,-,17.7,17.7,0.00,743.00,-,biller,,0.00,743.00
36173,08-10-25,Cash,TAKE AWAY,Parcel,149.00,0.00,0.00,0.00,0.00,-,3.73,3.73,0.00,156.00,-,biller,,0.00,156.00
36174,08-10-25,Cash,Dine In (9),-,917.00,0.00,0.00,0.00,0.00,-,22.93,22.93,0.00,963.00,-,biller,,0.00,963.00
36175,09-10-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.7,7.7,0.00,323.00,-,biller,,0.00,323.00
36176,09-10-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36177,09-10-25,Cash,Dine In (3),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36178,09-10-25,Cash,Dine In (4),-,876.00,0.00,0.00,0.00,0.00,-,21.9,21.9,0.00,920.00,-,biller,,0.00,920.00
36179,09-10-25,Cash,Dine In (9),-,369.00,0.00,0.00,0.00,0.00,-,9.23,9.23,0.00,387.00,-,biller,,0.00,387.00
36180,09-10-25,Cash,Dine In (9),-,659.00,0.00,0.00,0.00,0.00,-,16.48,16.48,0.00,692.00,-,biller,,0.00,692.00
36181,09-10-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36182,09-10-25,Cash,Dine In (19),-,678.00,0.00,0.00,0.00,0.00,-,16.95,16.95,0.00,712.00,-,biller,,0.00,712.00
36183,09-10-25,Cash,Dine In (20),-,548.00,0.00,0.00,0.00,0.00,-,13.7,13.7,0.00,575.00,-,biller,,0.00,575.00
36184,09-10-25,Cash,Dine In (24),-,898.00,0.00,0.00,0.00,0.00,-,22.45,22.45,0.00,943.00,-,biller,,0.00,943.00
36185,09-10-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.7,7.7,0.00,323.00,-,biller,,0.00,323.00
36186,09-10-25,Online [Swiggy],Delivery,Swiggy,335.00,91.00,0.00,0.00,0.00,-,6.1,6.1,0.00,256.00,-,biller,,0.00,256.00
36187,09-10-25,Cash,Dine In (1),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
36188,09-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36189,10-10-25,Cash,Dine In (20),-,669.00,0.00,0.00,0.00,0.00,-,16.73,16.73,0.00,702.00,-,biller,,0.00,702.00
36190,10-10-25,Cash,Dine In (24),-,399.00,0.00,0.00,0.00,0.00,-,9.98,9.98,0.00,419.00,-,biller,,0.00,419.00
36191,10-10-25,Cash,Dine In (24),-,569.00,0.00,0.00,0.00,0.00,-,14.23,14.23,0.00,597.00,-,biller,,0.00,597.00
36192,11-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36193,11-10-25,Cash,TAKE AWAY,Parcel,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
36194,11-10-25,Cash,Dine In (20),-,428.00,0.00,0.00,0.00,0.00,-,10.7,10.7,0.00,449.00,-,biller,,0.00,449.00
36195,11-10-25,Cash,Dine In (20),-,684.00,0.00,0.00,0.00,0.00,-,17.1,17.1,0.00,718.00,-,biller,,0.00,718.00
36196,11-10-25,Cash,Dine In (9),-,648.00,0.00,0.00,0.00,0.00,-,16.2,16.2,0.00,680.00,-,biller,,0.00,680.00
36197,11-10-25,Cash,TAKE AWAY,Parcel,149.00,0.00,0.00,0.00,0.00,-,3.73,3.73,0.00,156.00,-,biller,,0.00,156.00
36198,11-10-25,Cash,Dine In (23),-,1660.00,166.00,0.00,0.00,0.00,-,37.35,37.35,0.00,1569.00,-,biller,,0.00,1569.00
36199,11-10-25,Cash,Dine In (24),-,309.00,0.00,0.00,0.00,0.00,-,7.73,7.73,0.00,324.00,-,biller,,0.00,324.00
36200,11-10-25,Cash,TAKE AWAY,Parcel,428.00,0.00,0.00,0.00,0.00,-,10.7,10.7,0.00,449.00,-,biller,,0.00,449.00
36201,11-10-25,Cash,Dine In (9),-,429.00,0.00,0.00,0.00,0.00,-,10.73,10.73,0.00,450.00,-,biller,,0.00,450.00
36202,11-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36203,11-10-25,Cash,Dine In (1),-,449.00,0.00,0.00,0.00,0.00,-,11.23,11.23,0.00,471.00,-,biller,,0.00,471.00
36204,11-10-25,Cash,Dine In (4),-,536.00,0.00,0.00,0.00,0.00,-,13.4,13.4,0.00,563.00,-,biller,,0.00,563.00
36205,12-10-25,Online [Swiggy],Delivery,Swiggy,369.00,91.00,0.00,0.00,0.00,-,6.95,6.95,0.00,292.00,-,biller,,0.00,292.00
36206,12-10-25,Cash,Dine In (20),-,699.00,0.00,0.00,0.00,0.00,-,17.48,17.48,0.00,734.00,-,biller,,0.00,734.00
36207,12-10-25,Cash,Dine In (24),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
36208,12-10-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
36209,12-10-25,Cash,Dine In (21),-,898.00,0.00,0.00,0.00,0.00,-,22.45,22.45,0.00,943.00,-,biller,,0.00,943.00
36210,12-10-25,Cash,Dine In (20),-,2295.00,0.00,0.00,0.00,0.00,-,57.38,57.38,0.00,2410.00,-,biller,,0.00,2410.00
36211,12-10-25,Cash,Dine In (9),-,887.00,0.00,0.00,0.00,0.00,-,22.18,22.18,0.00,931.00,-,biller,,0.00,931.00
36212,12-10-25,Online [Swiggy],Delivery,Swiggy,528.00,90.99,0.00,0.00,0.00,-,10.93,10.93,0.00,459.00,-,biller,,0.00,459.00
36213,12-10-25,Cash,Dine In (3),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36214,13-10-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
36215,13-10-25,Cash,Dine In (24),-,578.00,0.00,0.00,0.00,0.00,-,14.45,14.45,0.00,607.00,-,biller,,0.00,607.00
36216,13-10-25,Cash,Dine In (19),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
36217,13-10-25,Cash,TAKE AWAY,Parcel,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
36218,13-10-25,Cash,Dine In (20),-,1769.00,0.00,0.00,0.00,0.00,-,44.23,44.23,0.00,1857.00,-,biller,,0.00,1857.00
36219,14-10-25,Online [Swiggy],Delivery,Swiggy,269.00,91.00,0.00,0.00,0.00,-,4.45,4.45,0.00,187.00,-,biller,,0.00,187.00
36220,14-10-25,Cash,Dine In (20),-,498.00,0.00,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
36221,14-10-25,Cash,Dine In (9),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36222,14-10-25,Online [Swiggy],Delivery,Swiggy,597.00,104.99,0.00,0.00,0.00,-,12.3,12.3,0.00,517.00,-,biller,,0.00,517.00
36223,14-10-25,Online [Swiggy],Delivery,Swiggy,499.00,91.00,0.00,0.00,0.00,-,10.2,10.2,0.00,428.00,-,biller,,0.00,428.00
36224,14-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36225,14-10-25,Cash,Dine In (3),-,928.00,0.00,0.00,0.00,0.00,-,23.2,23.2,0.00,974.00,-,biller,,0.00,974.00
36226,14-10-25,Cash,Dine In (2),-,528.00,0.00,0.00,0.00,0.00,-,13.2,13.2,0.00,554.00,-,biller,,0.00,554.00
36227,14-10-25,Cash,Dine In (PDR2),-,7634.00,0.00,0.00,0.00,0.00,-,190.85,190.85,0.00,-8016.00,-,biller,cancelled,0.00,8016.00
36228,14-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36229,14-10-25,Cash,Dine In (PDR1),-,6144.00,0.00,0.00,0.00,0.00,-,153.6,153.6,0.00,6451.00,-,biller,,0.00,6451.00
36230,15-10-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36231,15-10-25,Cash,Dine In (9),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36232,15-10-25,Online [Swiggy],Delivery,Swiggy,369.00,91.00,0.00,0.00,0.00,-,6.95,6.95,0.00,292.00,-,biller,,0.00,292.00
36233,15-10-25,Cash,TAKE AWAY,Parcel,638.00,0.00,0.00,0.00,0.00,-,15.95,15.95,0.00,670.00,-,biller,,0.00,670.00
36234,15-10-25,Cash,Dine In (1),-,1027.00,0.00,0.00,0.00,0.00,-,25.68,25.68,0.00,1078.00,-,biller,,0.00,1078.00
36235,15-10-25,Online [Swiggy],Delivery,Swiggy,818.00,89.98,0.00,0.00,0.00,-,18.2,18.2,0.00,764.00,-,biller,,0.00,764.00
36236,15-10-25,Cash,Dine In (20),-,755.00,0.00,0.00,0.00,0.00,-,18.88,18.88,0.00,793.00,-,biller,,0.00,793.00
36237,15-10-25,Cash,Dine In (20),-,865.00,0.00,0.00,0.00,0.00,-,21.63,21.63,0.00,908.00,-,biller,,0.00,908.00
36238,16-10-25,Cash,Dine In (21),-,1474.00,0.00,0.00,0.00,0.00,-,36.85,36.85,0.00,1548.00,-,biller,,0.00,1548.00
36239,16-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36240,16-10-25,Cash,Dine In (25),-,286.00,0.00,0.00,0.00,0.00,-,7.15,7.15,0.00,300.00,-,biller,,0.00,300.00
36241,16-10-25,Cash,Dine In (20),-,825.00,0.00,0.00,0.00,0.00,-,20.63,20.63,0.00,866.00,-,biller,,0.00,866.00
36242,16-10-25,Cash,Dine In (9),-,1504.00,0.00,0.00,0.00,0.00,-,37.6,37.6,0.00,1579.00,-,biller,,0.00,1579.00
36243,16-10-25,Online [Swiggy],Delivery,Swiggy,289.00,91.00,0.00,0.00,0.00,-,4.95,4.95,0.00,208.00,-,biller,,0.00,208.00
36244,16-10-25,Online [Swiggy],Delivery,Swiggy,349.00,91.00,0.00,0.00,0.00,-,6.45,6.45,0.00,271.00,-,biller,,0.00,271.00
36245,16-10-25,Cash,Dine In (1),-,565.00,0.00,0.00,0.00,0.00,-,14.13,14.13,0.00,593.00,-,biller,,0.00,593.00
36246,16-10-25,Cash,Dine In (8),-,495.00,0.00,0.00,0.00,0.00,-,12.38,12.38,0.00,520.00,-,biller,,0.00,520.00
36247,16-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36248,16-10-25,Online [Swiggy],Delivery,Swiggy,210.00,84.00,0.00,0.00,0.00,-,3.15,3.15,0.00,132.00,-,biller,,0.00,132.00
36249,16-10-25,Cash,TAKE AWAY,Parcel,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
36250,17-10-25,Cash,Dine In (9),-,316.00,0.00,0.00,0.00,0.00,-,7.9,7.9,0.00,332.00,-,biller,,0.00,332.00
36251,17-10-25,Cash,Dine In (20),-,1640.00,0.00,0.00,0.00,0.00,-,41,41,0.00,1722.00,-,biller,,0.00,1722.00
36252,17-10-25,Cash,Dine In (23),-,1012.00,0.00,0.00,0.00,0.00,-,25.3,25.3,0.00,1063.00,-,biller,,0.00,1063.00
36253,17-10-25,Cash,Dine In (21),-,1405.00,0.00,0.00,0.00,0.00,-,35.13,35.13,0.00,1475.00,-,biller,,0.00,1475.00
36254,17-10-25,Cash,Dine In (4),-,1034.00,0.00,0.00,0.00,0.00,-,25.85,25.85,0.00,1086.00,-,biller,,0.00,1086.00
36255,17-10-25,Cash,Dine In (2),-,425.00,0.00,0.00,0.00,0.00,-,10.63,10.63,0.00,446.00,-,biller,,0.00,446.00
36256,17-10-25,Cash,Dine In (23),-,833.00,0.00,0.00,0.00,0.00,-,20.83,20.83,0.00,875.00,-,biller,,0.00,875.00
36257,17-10-25,Cash,TAKE AWAY,Parcel,349.00,34.90,0.00,0.00,0.00,-,7.85,7.85,0.00,330.00,-,biller,,0.00,330.00
36258,17-10-25,Cash,Dine In (23),-,1054.00,0.00,0.00,0.00,0.00,-,26.35,26.35,0.00,1107.00,-,biller,,0.00,1107.00
36259,17-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36260,17-10-25,Cash,Dine In (1),-,1138.00,0.00,0.00,0.00,0.00,-,28.45,28.45,0.00,1195.00,-,biller,,0.00,1195.00
36261,17-10-25,Cash,Dine In (20),-,1024.00,102.40,0.00,0.00,0.00,-,23.04,23.04,0.00,968.00,-,biller,,0.00,968.00
36262,17-10-25,Cash,Dine In (19),-,785.00,78.50,0.00,0.00,0.00,-,17.66,17.66,0.00,742.00,-,biller,,0.00,742.00
36263,17-10-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.7,4.7,0.00,197.00,-,biller,,0.00,197.00
36264,18-10-25,Cash,Dine In (22),-,346.00,0.00,0.00,0.00,0.00,-,8.65,8.65,0.00,363.00,-,biller,,0.00,363.00
36265,18-10-25,Cash,Dine In (24),-,1231.00,0.00,0.00,0.00,0.00,-,30.78,30.78,0.00,-1293.00,-,biller,cancelled,0.00,1293.00
36266,18-10-25,Cash,Dine In (25),-,1311.00,0.00,0.00,0.00,0.00,-,32.78,32.78,0.00,1377.00,-,biller,,0.00,1377.00
36267,18-10-25,Cash,Dine In (20),-,1193.00,119.30,0.00,0.00,0.00,-,26.84,26.84,0.00,1127.00,-,biller,,0.00,1127.00
36268,18-10-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
36269,18-10-25,Cash,Dine In (1),-,86.00,0.00,0.00,0.00,0.00,-,2.15,2.15,0.00,90.00,-,biller,,0.00,90.00
36270,18-10-25,Online [Swiggy],Delivery,Swiggy,369.00,91.00,0.00,0.00,0.00,-,6.95,6.95,0.00,292.00,-,biller,,0.00,292.00
36271,18-10-25,Cash,TAKE AWAY,Parcel,815.00,0.00,0.00,0.00,0.00,-,20.38,20.38,0.00,856.00,-,biller,,0.00,856.00
36272,18-10-25,Online [Swiggy],Delivery,Swiggy,189.00,86.00,0.00,0.00,0.00,-,2.58,2.58,0.00,108.00,-,biller,,0.00,108.00
36273,18-10-25,Online [Swiggy],Delivery,Swiggy,349.00,91.00,0.00,0.00,0.00,-,6.45,6.45,0.00,271.00,-,biller,,0.00,271.00
36274,18-10-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
36275,18-10-25,Cash,Dine In (24),-,652.00,0.00,0.00,0.00,0.00,-,16.3,16.3,0.00,685.00,-,biller,,0.00,685.00
36276,18-10-25,Online [Zomato],Delivery,Zomato,399.00,0.00,0.00,10.00,0.00,-,10.23,10.23,0.00,429.00,-,biller,,0.00,429.00
36277,18-10-25,Online [Swiggy],Delivery,Swiggy,369.00,0.00,0.00,0.00,0.00,-,9.23,9.23,0.00,387.00,-,biller,,0.00,387.00
36278,18-10-25,Online [Swiggy],Delivery,Swiggy,279.00,100.00,0.00,0.00,0.00,-,4.47,4.47,0.00,188.00,-,biller,,0.00,188.00
36279,19-10-25,Online [Zomato],Delivery,Zomato,449.00,0.00,0.00,10.00,0.00,-,11.48,11.48,0.00,482.00,-,biller,,0.00,482.00
36280,19-10-25,Cash,TAKE AWAY,Parcel,389.00,0.00,0.00,0.00,0.00,-,9.73,9.73,0.00,408.00,-,biller,,0.00,408.00
36281,19-10-25,Online [Swiggy],Delivery,Swiggy,369.00,91.00,0.00,0.00,0.00,-,6.95,6.95,0.00,292.00,-,biller,,0.00,292.00
36282,19-10-25,Online [Swiggy],Delivery,Swiggy,339.00,91.00,0.00,0.00,0.00,-,6.2,6.2,0.00,260.00,-,biller,,0.00,260.00
36283,19-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36284,19-10-25,Cash,Dine In (2),-,226.00,0.00,0.00,0.00,0.00,-,5.65,5.65,0.00,237.00,-,biller,,0.00,237.00
36285,19-10-25,Cash,TAKE AWAY,Parcel,598.00,0.00,0.00,0.00,0.00,-,14.95,14.95,0.00,-628.00,-,biller,Cancel,0.00,628.00
36286,19-10-25,Cash,Dine In (9),-,835.00,0.00,0.00,0.00,0.00,-,20.88,20.88,0.00,877.00,-,biller,,0.00,877.00
36287,19-10-25,Cash,Dine In (3),-,219.00,0.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
36288,19-10-25,Cash,Dine In (4),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
36289,19-10-25,Online [Swiggy],Delivery,Swiggy,499.00,84.00,0.00,0.00,0.00,-,10.38,10.38,0.00,436.00,-,biller,,0.00,436.00
36290,19-10-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
36291,19-10-25,Cash,Dine In (23),-,775.00,0.00,0.00,0.00,0.00,-,19.38,19.38,0.00,814.00,-,biller,,0.00,814.00
36292,19-10-25,Cash,Dine In (20),-,1683.00,0.00,0.00,0.00,0.00,-,42.08,42.08,0.00,1767.00,-,biller,,0.00,1767.00
36293,19-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
36294,20-10-25,Online [Swiggy],Delivery,Swiggy,335.00,0.00,0.00,0.00,0.00,-,8.38,8.38,0.00,352.00,-,biller,,0.00,352.00
36295,20-10-25,Cash,Dine In (20),-,1434.00,143.40,0.00,0.00,0.00,-,32.27,32.27,0.00,1355.00,-,biller,,0.00,1355.00
36296,20-10-25,Cash,Dine In (9),-,662.00,0.00,0.00,0.00,0.00,-,16.55,16.55,0.00,695.00,-,biller,,0.00,695.00
36297,20-10-25,Cash,Dine In (23),-,525.00,0.00,0.00,0.00,0.00,-,13.13,13.13,0.00,551.00,-,biller,,0.00,551.00
36298,20-10-25,Cash,Dine In (20),-,2245.00,224.50,0.00,0.00,0.00,-,50.51,50.51,0.00,2122.00,-,biller,,0.00,2122.00
36299,20-10-25,Cash,Dine In (24),-,1680.00,168.00,0.00,0.00,0.00,-,37.8,37.8,0.00,1588.00,-,biller,,0.00,1588.00
36300,20-10-25,Cash,Dine In (10),-,1603.00,0.00,0.00,0.00,0.00,-,40.08,40.08,0.00,1683.00,-,biller,,0.00,1683.00
36301,20-10-25,Cash,Dine In (3),-,595.00,0.00,0.00,0.00,0.00,-,14.88,14.88,0.00,625.00,-,biller,,0.00,625.00
36302,21-10-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
36303,21-10-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
